"Region","Item","Element","Average"
"America_South_tropical","Kiwi","Gross Production Value (current million US$)",0
"America_South_tropical","Kola_nuts","Area harvested",0
"America_South_tropical","Kola_nuts","Production",0
"America_South_tropical","Kola_nuts","Gross Production Value (current million US$)",0
"America_South_tropical","Leeks","Area harvested",1576.33333333333
"America_South_tropical","Leeks","Production",27470.6666666667
"America_South_tropical","Leeks","Gross Production Value (current million US$)",0
"America_South_tropical","Lemons & limes","Area harvested",82537.0833333334
"America_South_tropical","Lemons & limes","Production",1413843.66666667
"America_South_tropical","Lemons & limes","Gross Production Value (current million US$)",361.086666666666
"America_South_tropical","Lentils","Area harvested",10962.6666666667
"America_South_tropical","Lentils","Production",6688.66666666666
"America_South_tropical","Lentils","Gross Production Value (current million US$)",4.91333333333333
"America_South_tropical","Lettuce","Area harvested",12095
"America_South_tropical","Lettuce","Production",171581
"America_South_tropical","Lettuce","Gross Production Value (current million US$)",94.9099999999999
"America_South_tropical","Linseed","Area harvested",14964.6666666667
"America_South_tropical","Linseed","Production",13372.6666666666
"America_South_tropical","Linseed","Gross Production Value (current million US$)",5.6
"America_South_tropical","Lupins","Area harvested",13552.6666666667
"America_South_tropical","Lupins","Production",12132.6666666667
"America_South_tropical","Lupins","Gross Production Value (current million US$)",9.97333333333333
"America_South_tropical","Maize","Area harvested",16571957.0366667
"America_South_tropical","Maize","Production",65550628.06
"America_South_tropical","Maize","Gross Production Value (current million US$)",14204.8266666666
"America_South_tropical","Mangoes_mangosteens_guavas","Area harvested",150811
"America_South_tropical","Mangoes_mangosteens_guavas","Production",2084162.66666667
"America_South_tropical","Mangoes_mangosteens_guavas","Gross Production Value (current million US$)",626.080000000001
"America_South_tropical","Mate","Area harvested",88291.3333333333
"America_South_tropical","Mate","Production",521590.666666667
"America_South_tropical","Mate","Gross Production Value (current million US$)",297.313333333333
"America_South_tropical","Melons","Area harvested",45040.6633333333
"America_South_tropical","Melons","Production",783217.666666667
"America_South_tropical","Melons","Gross Production Value (current million US$)",381.23
"America_South_tropical","Millets","Area harvested",0
"America_South_tropical","Millets","Production",0
"America_South_tropical","Millets","Gross Production Value (current million US$)",0
"America_South_tropical","Mustard_seed","Area harvested",0
"America_South_tropical","Mustard_seed","Production",0
"America_South_tropical","Mustard_seed","Gross Production Value (current million US$)",0
"America_South_tropical","Nutmeg_mace_cardamoms","Area harvested",0
"America_South_tropical","Nutmeg_mace_cardamoms","Production",0
"America_South_tropical","Nutmeg_mace_cardamoms","Gross Production Value (current million US$)",0
"America_South_tropical","Nuts_nes","Area harvested",4720.66666666667
"America_South_tropical","Nuts_nes","Production",5754.66666666667
"America_South_tropical","Nuts_nes","Gross Production Value (current million US$)",2.11666666666667
"America_South_tropical","Oats","Area harvested",181568.1
"America_South_tropical","Oats","Production",363336
"America_South_tropical","Oats","Gross Production Value (current million US$)",65.8133333333333
"America_South_tropical","Oilseeds_nes","Area harvested",0
"America_South_tropical","Oilseeds_nes","Production",21774
"America_South_tropical","Oilseeds_nes","Gross Production Value (current million US$)",0
"America_South_tropical","Okra","Area harvested",222.333333333333
"America_South_tropical","Okra","Production",1031
"America_South_tropical","Okra","Gross Production Value (current million US$)",0.833333333333333
"America_South_tropical","Olives","Area harvested",10698.6666666667
"America_South_tropical","Olives","Production",61804.3333333334
"America_South_tropical","Olives","Gross Production Value (current million US$)",43.0733333333334
"America_South_tropical","Onions","Area harvested",150939.333333333
"America_South_tropical","Onions","Production",3268561
"America_South_tropical","Onions","Gross Production Value (current million US$)",1885.48666666667
"America_South_tropical","Oranges","Area harvested",922315.333333333
"America_South_tropical","Oranges","Production",20123398.6666667
"America_South_tropical","Oranges","Gross Production Value (current million US$)",3544.21
"America_South_tropical","Palm oil","Area harvested",554533.666666667
"America_South_tropical","Palm oil","Production",10171334.6666667
"America_South_tropical","Palm oil","Gross Production Value (current million US$)",1194.27333333333
"America_South_tropical","Papayas","Area harvested",63276.6666666667
"America_South_tropical","Papayas","Production",2356734.66666667
"America_South_tropical","Papayas","Gross Production Value (current million US$)",1178.22666666667
"America_South_tropical","Peaches & nectarines","Area harvested",36365.3333333333
"America_South_tropical","Peaches & nectarines","Production",365560.666666667
"America_South_tropical","Peaches & nectarines","Gross Production Value (current million US$)",277.893333333334
"America_South_tropical","Pears","Area harvested",5949.43666666667
"America_South_tropical","Pears","Production",47802.7866666667
"America_South_tropical","Pears","Gross Production Value (current million US$)",29.5466666666667
"America_South_tropical","Peas","Area harvested",171773.333333333
"America_South_tropical","Peas","Production",300894
"America_South_tropical","Peas","Gross Production Value (current million US$)",110.706666666667
"America_South_tropical","Pepper","Area harvested",28045.4666666666
"America_South_tropical","Pepper","Production",58451.6666666666
"America_South_tropical","Pepper","Gross Production Value (current million US$)",149.05
"America_South_tropical","Peppermint","Area harvested",0
"America_South_tropical","Peppermint","Production",0
"America_South_tropical","Peppermint","Gross Production Value (current million US$)",0
"America_South_tropical","Persimmons","Area harvested",8580.66666666667
"America_South_tropical","Persimmons","Production",164465
"America_South_tropical","Persimmons","Gross Production Value (current million US$)",79.3333333333333
"America_South_tropical","Pigeonpeas","Area harvested",2369
"America_South_tropical","Pigeonpeas","Production",1672
"America_South_tropical","Pigeonpeas","Gross Production Value (current million US$)",3.28666666666667
"America_South_tropical","Pineapples","Area harvested",119840.666666667
"America_South_tropical","Pineapples","Production",3629516.33333334
"America_South_tropical","Pineapples","Gross Production Value (current million US$)",1916.64333333334
"America_South_tropical","Pistachios","Area harvested",0
"America_South_tropical","Pistachios","Production",0
"America_South_tropical","Pistachios","Gross Production Value (current million US$)",0
"America_South_tropical","Plums","Area harvested",5127
"America_South_tropical","Plums","Production",31885.3333333334
"America_South_tropical","Plums","Gross Production Value (current million US$)",2.53333333333333
"America_South_tropical","Poppy","Area harvested",0
"America_South_tropical","Poppy","Production",0
"America_South_tropical","Poppy","Gross Production Value (current million US$)",0
"America_South_tropical","Potatoes","Area harvested",796277.999999999
"America_South_tropical","Potatoes","Production",11329265
"America_South_tropical","Potatoes","Gross Production Value (current million US$)",4889.95
"America_South_tropical","Pulses_nes","Area harvested",1846.66666666666
"America_South_tropical","Pulses_nes","Production",2614.33333333333
"America_South_tropical","Pulses_nes","Gross Production Value (current million US$)",0.28
"America_South_tropical","Pumpkins & gourds","Area harvested",20078.4666666667
"America_South_tropical","Pumpkins & gourds","Production",301124
"America_South_tropical","Pumpkins & gourds","Gross Production Value (current million US$)",60.7966666666667
"America_South_tropical","Quinces","Area harvested",930.333333333333
"America_South_tropical","Quinces","Production",6397.33333333333
"America_South_tropical","Quinces","Gross Production Value (current million US$)",2.64
"America_South_tropical","Quinoa","Area harvested",96698.2666666666
"America_South_tropical","Quinoa","Production",78664.5733333334
"America_South_tropical","Quinoa","Gross Production Value (current million US$)",100.43
"America_South_tropical","Rapeseed","Area harvested",94102
"America_South_tropical","Rapeseed","Production",138459.333333333
"America_South_tropical","Rapeseed","Gross Production Value (current million US$)",27.81
"America_South_tropical","Raspberries","Area harvested",0
"America_South_tropical","Raspberries","Production",0
"America_South_tropical","Raspberries","Gross Production Value (current million US$)",0
"America_South_tropical","Rice","Area harvested",4693559.17666667
"America_South_tropical","Rice","Production",21647733.5066667
"America_South_tropical","Rice","Gross Production Value (current million US$)",7176.05666666667
"America_South_tropical","Roots_tubers_nes","Area harvested",80460.38
"America_South_tropical","Roots_tubers_nes","Production",454906.196666667
"America_South_tropical","Roots_tubers_nes","Gross Production Value (current million US$)",151.56
"America_South_tropical","Rye","Area harvested",3160.33333333333
"America_South_tropical","Rye","Production",3856.66666666667
"America_South_tropical","Rye","Gross Production Value (current million US$)",21.46
"America_South_tropical","Safflower_seed","Area harvested",0
"America_South_tropical","Safflower_seed","Production",0
"America_South_tropical","Safflower_seed","Gross Production Value (current million US$)",0
"America_South_tropical","Sesame","Area harvested",152702.333333333
"America_South_tropical","Sesame","Production",76892.3333333333
"America_South_tropical","Sesame","Gross Production Value (current million US$)",76.1066666666667
"America_South_tropical","Sheanuts","Area harvested",0
"America_South_tropical","Sheanuts","Production",0
"America_South_tropical","Sheanuts","Gross Production Value (current million US$)",0
"America_South_tropical","Sorghum","Area harvested",1111498.97
"America_South_tropical","Sorghum","Production",2784498.22333334
"America_South_tropical","Sorghum","Gross Production Value (current million US$)",387.726666666667
"America_South_tropical","Soybean","Area harvested",26867677
"America_South_tropical","Soybean","Production",75519643.1766667
"America_South_tropical","Soybean","Gross Production Value (current million US$)",29149.46
"America_South_tropical","Spices_nes","Area harvested",3298
"America_South_tropical","Spices_nes","Production",22688.3333333333
"America_South_tropical","Spices_nes","Gross Production Value (current million US$)",0.0966666666666667
"America_South_tropical","Spinach","Area harvested",1930
"America_South_tropical","Spinach","Production",33516.3333333333
"America_South_tropical","Spinach","Gross Production Value (current million US$)",43.87
"America_South_tropical","Strawberries","Area harvested",5238.64
"America_South_tropical","Strawberries","Production",91411
"America_South_tropical","Strawberries","Gross Production Value (current million US$)",167.483333333333
"America_South_tropical","Sugarcane","Area harvested",10039694.3333333
"America_South_tropical","Sugarcane","Production",789663137.666666
"America_South_tropical","Sugarcane","Gross Production Value (current million US$)",23265.2366666667
"America_South_tropical","Sunflower","Area harvested",499440.796666667
"America_South_tropical","Sunflower","Production",619168.983333334
"America_South_tropical","Sunflower","Gross Production Value (current million US$)",206.686666666667
"America_South_tropical","Sweet potatoes","Area harvested",68932.1500000001
"America_South_tropical","Sweet potatoes","Production",847802.736666667
"America_South_tropical","Sweet potatoes","Gross Production Value (current million US$)",222.62
"America_South_tropical","Tangerines_mandarins","Area harvested",106310
"America_South_tropical","Tangerines_mandarins","Production",1668364
"America_South_tropical","Tangerines_mandarins","Gross Production Value (current million US$)",457.493333333333
"America_South_tropical","Taro","Area harvested",254.666666666667
"America_South_tropical","Taro","Production",2531
"America_South_tropical","Taro","Gross Production Value (current million US$)",1.01666666666667
"America_South_tropical","Tea","Area harvested",5847.33333333334
"America_South_tropical","Tea","Production",11141.6666666667
"America_South_tropical","Tea","Gross Production Value (current million US$)",3.16666666666667
"America_South_tropical","Tea_nes","Area harvested",42
"America_South_tropical","Tea_nes","Production",210
"America_South_tropical","Tea_nes","Gross Production Value (current million US$)",0
"America_South_tropical","Tomatoes","Area harvested",108854
"America_South_tropical","Tomatoes","Production",5384384.33333334
"America_South_tropical","Tomatoes","Gross Production Value (current million US$)",3916.56666666667
"America_South_tropical","Triticale","Area harvested",51892
"America_South_tropical","Triticale","Production",112319.333333333
"America_South_tropical","Triticale","Gross Production Value (current million US$)",0
"America_South_tropical","Vanilla","Area harvested",0
"America_South_tropical","Vanilla","Production",0
"America_South_tropical","Vanilla","Gross Production Value (current million US$)",0
"America_South_tropical","Vegetables_fresh_nes","Area harvested",260919
"America_South_tropical","Vegetables_fresh_nes","Production",3068212
"America_South_tropical","Vegetables_fresh_nes","Gross Production Value (current million US$)",32.2666666666666
"America_South_tropical","Vegetables_leguminous_nes","Area harvested",65981.3333333333
"America_South_tropical","Vegetables_leguminous_nes","Production",140866.333333333
"America_South_tropical","Vegetables_leguminous_nes","Gross Production Value (current million US$)",32.8333333333333
"America_South_tropical","Vetches","Area harvested",0
"America_South_tropical","Vetches","Production",0
"America_South_tropical","Vetches","Gross Production Value (current million US$)",0
"America_South_tropical","Walnuts","Area harvested",2434.66666666667
"America_South_tropical","Walnuts","Production",5460.33333333333
"America_South_tropical","Walnuts","Gross Production Value (current million US$)",12.94
"America_South_tropical","Watermelons","Area harvested",144163.666666667
"America_South_tropical","Watermelons","Production",2677689.33333333
"America_South_tropical","Watermelons","Gross Production Value (current million US$)",576.246666666667
"America_South_tropical","Wheat","Area harvested",3146452
"America_South_tropical","Wheat","Production",7404096.99999999
"America_South_tropical","Wheat","Gross Production Value (current million US$)",1727.55666666667
"America_South_tropical","Yams","Area harvested",71937.6666666667
"America_South_tropical","Yams","Production",723727.333333333
"America_South_tropical","Yams","Gross Production Value (current million US$)",267.32
"America_South_tropical","Yautia","Area harvested",12745.3333333333
"America_South_tropical","Yautia","Production",109679
"America_South_tropical","Yautia","Gross Production Value (current million US$)",120.353333333333
"Asia_Central","Alfalfa","Area harvested",0
"Asia_Central","Alfalfa","Production",0
"Asia_Central","Alfalfa","Gross Production Value (current million US$)",0
"Asia_Central","Almonds","Area harvested",14587.3333333333
"Asia_Central","Almonds","Production",25999.6666666667
"Asia_Central","Almonds","Gross Production Value (current million US$)",5.58666666666667
"Asia_Central","Anise_badian_fennel_coriander","Area harvested",0
"Asia_Central","Anise_badian_fennel_coriander","Production",35.6666666666667
"Asia_Central","Anise_badian_fennel_coriander","Gross Production Value (current million US$)",0
"Asia_Central","Apples","Area harvested",209922.666666667
"Asia_Central","Apples","Production",1524989.66666667
"Asia_Central","Apples","Gross Production Value (current million US$)",373.77
"Asia_Central","Apricots","Area harvested",68633
"Asia_Central","Apricots","Production",441883.666666666
"Asia_Central","Apricots","Gross Production Value (current million US$)",56.9366666666667
"Asia_Central","Areca_nuts","Area harvested",0
"Asia_Central","Areca_nuts","Production",0
"Asia_Central","Areca_nuts","Gross Production Value (current million US$)",0
"Asia_Central","Artichokes","Area harvested",120
"Asia_Central","Artichokes","Production",2400
"Asia_Central","Artichokes","Gross Production Value (current million US$)",0
"Asia_Central","Asparagus","Area harvested",0
"Asia_Central","Asparagus","Production",0
"Asia_Central","Asparagus","Gross Production Value (current million US$)",0
"Asia_Central","Avocados","Area harvested",0
"Asia_Central","Avocados","Production",0
"Asia_Central","Avocados","Gross Production Value (current million US$)",0
"Asia_Central","Bambara_beans","Area harvested",0
"Asia_Central","Bambara_beans","Production",0
"Asia_Central","Bambara_beans","Gross Production Value (current million US$)",0
"Asia_Central","Bananas & plantains","Area harvested",0
"Asia_Central","Bananas & plantains","Production",0
"Asia_Central","Bananas & plantains","Gross Production Value (current million US$)",0
"Asia_Central","Barley","Area harvested",2187522.66666666
"Asia_Central","Barley","Production",3506051.66666666
"Asia_Central","Barley","Gross Production Value (current million US$)",525.15
"Asia_Central","Beans","Area harvested",55193.8333333333
"Asia_Central","Beans","Production",119516.466666667
"Asia_Central","Beans","Gross Production Value (current million US$)",79.6700000000001
"Asia_Central","Beet_sugar","Area harvested",47774
"Asia_Central","Beet_sugar","Production",791538.333333333
"Asia_Central","Beet_sugar","Gross Production Value (current million US$)",60
"Asia_Central","Berries_nes","Area harvested",4472.66666666667
"Asia_Central","Berries_nes","Production",20203.6666666667
"Asia_Central","Berries_nes","Gross Production Value (current million US$)",3.00333333333333
"Asia_Central","Blueberries","Area harvested",103.333333333333
"Asia_Central","Blueberries","Production",800
"Asia_Central","Blueberries","Gross Production Value (current million US$)",0
"Asia_Central","Brazil_nuts","Area harvested",0
"Asia_Central","Brazil_nuts","Production",0
"Asia_Central","Brazil_nuts","Gross Production Value (current million US$)",0
"Asia_Central","Buckwheat","Area harvested",62825.6666666667
"Asia_Central","Buckwheat","Production",42169
"Asia_Central","Buckwheat","Gross Production Value (current million US$)",14.6066666666667
"Asia_Central","Cabbages","Area harvested",54604
"Asia_Central","Cabbages","Production",1485041.66666667
"Asia_Central","Cabbages","Gross Production Value (current million US$)",256.04
"Asia_Central","Carob","Area harvested",0
"Asia_Central","Carob","Production",0
"Asia_Central","Carob","Gross Production Value (current million US$)",0
"Asia_Central","Carrots & turnips","Area harvested",50412.6666666667
"Asia_Central","Carrots & turnips","Production",1938355.26666666
"Asia_Central","Carrots & turnips","Gross Production Value (current million US$)",264.413333333334
"Asia_Central","Cashew","Area harvested",0
"Asia_Central","Cashew","Production",0
"Asia_Central","Cashew","Gross Production Value (current million US$)",0
"Asia_Central","Cassava","Area harvested",0
"Asia_Central","Cassava","Production",0
"Asia_Central","Cassava","Gross Production Value (current million US$)",0
"Asia_Central","Castor_oil","Area harvested",0
"Asia_Central","Castor_oil","Production",0
"Asia_Central","Castor_oil","Gross Production Value (current million US$)",0
"Asia_Central","Cereals_nes","Area harvested",159622.666666667
"Asia_Central","Cereals_nes","Production",193762.433333333
"Asia_Central","Cereals_nes","Gross Production Value (current million US$)",0
"Asia_Central","Cherries","Area harvested",23932.6666666667
"Asia_Central","Cherries","Production",163355.666666667
"Asia_Central","Cherries","Gross Production Value (current million US$)",49.2266666666667
"Asia_Central","Chestnut","Area harvested",484.333333333333
"Asia_Central","Chestnut","Production",819.333333333333
"Asia_Central","Chestnut","Gross Production Value (current million US$)",2.71666666666667
"Asia_Central","Chickpeas","Area harvested",23600
"Asia_Central","Chickpeas","Production",17100
"Asia_Central","Chickpeas","Gross Production Value (current million US$)",0
"Asia_Central","Chicory_roots","Area harvested",100
"Asia_Central","Chicory_roots","Production",3000
"Asia_Central","Chicory_roots","Gross Production Value (current million US$)",0.683333333333333
"Asia_Central","Chillies & peppers","Area harvested",14635
"Asia_Central","Chillies & peppers","Production",247271.666666666
"Asia_Central","Chillies & peppers","Gross Production Value (current million US$)",26.7533333333333
"Asia_Central","Cinnamon","Area harvested",0
"Asia_Central","Cinnamon","Production",0
"Asia_Central","Cinnamon","Gross Production Value (current million US$)",0
"Asia_Central","Clover","Area harvested",0
"Asia_Central","Clover","Production",0
"Asia_Central","Clover","Gross Production Value (current million US$)",0
"Asia_Central","Cloves","Area harvested",0
"Asia_Central","Cloves","Production",0
"Asia_Central","Cloves","Gross Production Value (current million US$)",0
"Asia_Central","Cocoa beans","Area harvested",0
"Asia_Central","Cocoa beans","Production",0
"Asia_Central","Cocoa beans","Gross Production Value (current million US$)",0
"Asia_Central","Coconuts","Area harvested",0
"Asia_Central","Coconuts","Production",0
"Asia_Central","Coconuts","Gross Production Value (current million US$)",0
"Asia_Central","Coffee","Area harvested",0
"Asia_Central","Coffee","Production",0
"Asia_Central","Coffee","Gross Production Value (current million US$)",0
"Asia_Central","Cottonseed oil","Area harvested",2287124
"Asia_Central","Cottonseed oil","Production",7574552.66666667
"Asia_Central","Cottonseed oil","Gross Production Value (current million US$)",344.549999999999
"Asia_Central","Cowpeas","Area harvested",0
"Asia_Central","Cowpeas","Production",0
"Asia_Central","Cowpeas","Gross Production Value (current million US$)",0
"Asia_Central","Cranberries","Area harvested",500
"Asia_Central","Cranberries","Production",2233.33333333333
"Asia_Central","Cranberries","Gross Production Value (current million US$)",0
"Asia_Central","Cucumbers","Area harvested",55403.3333333333
"Asia_Central","Cucumbers","Production",1139834
"Asia_Central","Cucumbers","Gross Production Value (current million US$)",308.5
"Asia_Central","Currants","Area harvested",533.333333333333
"Asia_Central","Currants","Production",3569.99999999999
"Asia_Central","Currants","Gross Production Value (current million US$)",1.92
"Asia_Central","Dates","Area harvested",0
"Asia_Central","Dates","Production",0
"Asia_Central","Dates","Gross Production Value (current million US$)",0
"Asia_Central","Eggplants","Area harvested",10837.6666666667
"Asia_Central","Eggplants","Production",180439
"Asia_Central","Eggplants","Gross Production Value (current million US$)",29.1766666666667
"Asia_Central","Faba_beans","Area harvested",2576
"Asia_Central","Faba_beans","Production",9996.33333333334
"Asia_Central","Faba_beans","Gross Production Value (current million US$)",0.0733333333333333
"Asia_Central","Figs","Area harvested",2064
"Asia_Central","Figs","Production",11563
"Asia_Central","Figs","Gross Production Value (current million US$)",5.75666666666667
"Asia_Central","Fonio","Area harvested",0
"Asia_Central","Fonio","Production",0
"Asia_Central","Fonio","Gross Production Value (current million US$)",0
"Asia_Central","Fruit_citrus_nes","Area harvested",849.333333333333
"Asia_Central","Fruit_citrus_nes","Production",5656.66666666666
"Asia_Central","Fruit_citrus_nes","Gross Production Value (current million US$)",4.09666666666667
"Asia_Central","Fruit_fresh_nes","Area harvested",86144.3333333333
"Asia_Central","Fruit_fresh_nes","Production",300044
"Asia_Central","Fruit_fresh_nes","Gross Production Value (current million US$)",135.54
"Asia_Central","Fruit_pome_nes","Area harvested",10200
"Asia_Central","Fruit_pome_nes","Production",90666.6666666667
"Asia_Central","Fruit_pome_nes","Gross Production Value (current million US$)",0
"Asia_Central","Fruit_stone_nes","Area harvested",6142.33333333334
"Asia_Central","Fruit_stone_nes","Production",40084.6666666667
"Asia_Central","Fruit_stone_nes","Gross Production Value (current million US$)",3.57
"Asia_Central","Fruit_tropical_fresh_nes","Area harvested",500
"Asia_Central","Fruit_tropical_fresh_nes","Production",3933.33333333333
"Asia_Central","Fruit_tropical_fresh_nes","Gross Production Value (current million US$)",0
"Asia_Central","Garlic","Area harvested",10251.6666666667
"Asia_Central","Garlic","Production",145622.3
"Asia_Central","Garlic","Gross Production Value (current million US$)",119.796666666667
"Asia_Central","Ginger","Area harvested",0
"Asia_Central","Ginger","Production",0
"Asia_Central","Ginger","Gross Production Value (current million US$)",0
"Asia_Central","Gooseberries","Area harvested",20
"Asia_Central","Gooseberries","Production",103.333333333333
"Asia_Central","Gooseberries","Gross Production Value (current million US$)",0
"Asia_Central","Grain_mixed","Area harvested",74.3333333333333
"Asia_Central","Grain_mixed","Production",146.666666666667
"Asia_Central","Grain_mixed","Gross Production Value (current million US$)",0
"Asia_Central","Grapefruit","Area harvested",103.333333333333
"Asia_Central","Grapefruit","Production",1600
"Asia_Central","Grapefruit","Gross Production Value (current million US$)",0
"Asia_Central","Grapes","Area harvested",250659.333333333
"Asia_Central","Grapes","Production",1975943
"Asia_Central","Grapes","Gross Production Value (current million US$)",643.183333333334
"Asia_Central","Groundnut","Area harvested",7290.33333333333
"Asia_Central","Groundnut","Production",12842.6666666667
"Asia_Central","Groundnut","Gross Production Value (current million US$)",0
"Asia_Central","Hazelnuts","Area harvested",44240.0000000001
"Asia_Central","Hazelnuts","Production",64454.6666666666
"Asia_Central","Hazelnuts","Gross Production Value (current million US$)",113.716666666667
"Asia_Central","Hempseed","Area harvested",0
"Asia_Central","Hempseed","Production",0
"Asia_Central","Hempseed","Gross Production Value (current million US$)",0
"Asia_Central","Hops","Area harvested",0
"Asia_Central","Hops","Production",0
"Asia_Central","Hops","Gross Production Value (current million US$)",0
"Asia_Central","Kiwi","Area harvested",40
"Asia_Central","Kiwi","Production",400
"Asia_Central","Kiwi","Gross Production Value (current million US$)",0
"Asia_Central","Kola_nuts","Area harvested",0
"Asia_Central","Kola_nuts","Production",0
"Asia_Central","Kola_nuts","Gross Production Value (current million US$)",0
"Asia_Central","Leeks","Area harvested",2216.66666666667
"Asia_Central","Leeks","Production",48433.3333333333
"Asia_Central","Leeks","Gross Production Value (current million US$)",0
"Asia_Central","Lemons & limes","Area harvested",1364
"Asia_Central","Lemons & limes","Production",7292.33333333333
"Asia_Central","Lemons & limes","Gross Production Value (current million US$)",16.3933333333333
"Asia_Central","Lentils","Area harvested",2697.33333333333
"Asia_Central","Lentils","Production",2809.43333333333
"Asia_Central","Lentils","Gross Production Value (current million US$)",1.91
"Asia_Central","Lettuce","Area harvested",356.666666666667
"Asia_Central","Lettuce","Production",3866.66666666667
"Asia_Central","Lettuce","Gross Production Value (current million US$)",0
"Asia_Central","Linseed","Area harvested",200796
"Asia_Central","Linseed","Production",139503.333333334
"Asia_Central","Linseed","Gross Production Value (current million US$)",0
"Asia_Central","Lupins","Area harvested",0
"Asia_Central","Lupins","Production",0
"Asia_Central","Lupins","Gross Production Value (current million US$)",0
"Asia_Central","Maize","Area harvested",655913.333333334
"Asia_Central","Maize","Production",5651300.33333333
"Asia_Central","Maize","Gross Production Value (current million US$)",381.91
"Asia_Central","Mangoes_mangosteens_guavas","Area harvested",0
"Asia_Central","Mangoes_mangosteens_guavas","Production",0
"Asia_Central","Mangoes_mangosteens_guavas","Gross Production Value (current million US$)",0
"Asia_Central","Mate","Area harvested",0
"Asia_Central","Mate","Production",0
"Asia_Central","Mate","Gross Production Value (current million US$)",0
"Asia_Central","Melons","Area harvested",28153
"Asia_Central","Melons","Production",438739
"Asia_Central","Melons","Gross Production Value (current million US$)",37.3266666666667
"Asia_Central","Millets","Area harvested",36096
"Asia_Central","Millets","Production",39025.6666666667
"Asia_Central","Millets","Gross Production Value (current million US$)",4.18333333333334
"Asia_Central","Mustard_seed","Area harvested",17827.3333333333
"Asia_Central","Mustard_seed","Production",2030.33333333333
"Asia_Central","Mustard_seed","Gross Production Value (current million US$)",0
"Asia_Central","Nutmeg_mace_cardamoms","Area harvested",0
"Asia_Central","Nutmeg_mace_cardamoms","Production",0
"Asia_Central","Nutmeg_mace_cardamoms","Gross Production Value (current million US$)",0
"Asia_Central","Nuts_nes","Area harvested",6226.66666666666
"Asia_Central","Nuts_nes","Production",8234.99999999999
"Asia_Central","Nuts_nes","Gross Production Value (current million US$)",8.52333333333333
"Asia_Central","Oats","Area harvested",161789.543333333
"Asia_Central","Oats","Production",214587.433333333
"Asia_Central","Oats","Gross Production Value (current million US$)",24.16
"Asia_Central","Oilseeds_nes","Area harvested",17490.3333333333
"Asia_Central","Oilseeds_nes","Production",31365.3333333333
"Asia_Central","Oilseeds_nes","Gross Production Value (current million US$)",0
"Asia_Central","Okra","Area harvested",0
"Asia_Central","Okra","Production",0
"Asia_Central","Okra","Gross Production Value (current million US$)",0
"Asia_Central","Olives","Area harvested",1951.33333333333
"Asia_Central","Olives","Production",1788.66666666666
"Asia_Central","Olives","Gross Production Value (current million US$)",2.62333333333333
"Asia_Central","Onions","Area harvested",87689.6666666667
"Asia_Central","Onions","Production",2120995.06666667
"Asia_Central","Onions","Gross Production Value (current million US$)",373.14
"Asia_Central","Oranges","Area harvested",532
"Asia_Central","Oranges","Production",3099
"Asia_Central","Oranges","Gross Production Value (current million US$)",1.42333333333333
"Asia_Central","Palm oil","Area harvested",0
"Asia_Central","Palm oil","Production",0
"Asia_Central","Palm oil","Gross Production Value (current million US$)",0
"Asia_Central","Papayas","Area harvested",0
"Asia_Central","Papayas","Production",0
"Asia_Central","Papayas","Gross Production Value (current million US$)",0
"Asia_Central","Peaches & nectarines","Area harvested",34817.6666666666
"Asia_Central","Peaches & nectarines","Production",234591.333333333
"Asia_Central","Peaches & nectarines","Gross Production Value (current million US$)",75.3266666666666
"Asia_Central","Pears","Area harvested",23734
"Asia_Central","Pears","Production",162032
"Asia_Central","Pears","Gross Production Value (current million US$)",69.56
"Asia_Central","Peas","Area harvested",90045
"Asia_Central","Peas","Production",110365.533333333
"Asia_Central","Peas","Gross Production Value (current million US$)",47.9933333333333
"Asia_Central","Pepper","Area harvested",613
"Asia_Central","Pepper","Production",680.333333333333
"Asia_Central","Pepper","Gross Production Value (current million US$)",0.0366666666666667
"Asia_Central","Peppermint","Area harvested",0
"Asia_Central","Peppermint","Production",30
"Asia_Central","Peppermint","Gross Production Value (current million US$)",0
"Asia_Central","Persimmons","Area harvested",11130.6666666667
"Asia_Central","Persimmons","Production",180940.333333334
"Asia_Central","Persimmons","Gross Production Value (current million US$)",0
"Asia_Central","Pigeonpeas","Area harvested",0
"Asia_Central","Pigeonpeas","Production",0
"Asia_Central","Pigeonpeas","Gross Production Value (current million US$)",0
"Asia_Central","Pineapples","Area harvested",0
"Asia_Central","Pineapples","Production",0
"Asia_Central","Pineapples","Gross Production Value (current million US$)",0
"Asia_Central","Pistachios","Area harvested",2706
"Asia_Central","Pistachios","Production",1046.66666666667
"Asia_Central","Pistachios","Gross Production Value (current million US$)",0
"Asia_Central","Plums","Area harvested",27532.3333333333
"Asia_Central","Plums","Production",163972.666666667
"Asia_Central","Plums","Gross Production Value (current million US$)",29.8266666666667
"Asia_Central","Poppy","Area harvested",0
"Asia_Central","Poppy","Production",0
"Asia_Central","Poppy","Gross Production Value (current million US$)",0
"Asia_Central","Potatoes","Area harvested",521892.666666667
"Asia_Central","Potatoes","Production",8620410.33333333
"Asia_Central","Potatoes","Gross Production Value (current million US$)",2554.41333333333
"Asia_Central","Pulses_nes","Area harvested",22486
"Asia_Central","Pulses_nes","Production",67693.3333333333
"Asia_Central","Pulses_nes","Gross Production Value (current million US$)",1.03333333333333
"Asia_Central","Pumpkins & gourds","Area harvested",200
